post_id,text,comment_time,from_id,clean_text,keyword_i,mood
44859912,"Нормально, депозиты больше денег принесут.",1708079975,264324764,нормально депозиты больше денег принесут,0,-0.2992542088031769
44859912,"А должен снизить до 3% и ниже, чтобы наша промышленность получила дешевые кредиты для своего развития и повышение конкурентоспособности на мировых рынках.",1708080144,251480054,а должен снизить до 3 и ниже чтобы наша промышленность получила дешевые кредиты для своего развития и повышение конкурентоспособности на мировых рынках,0,-0.008091434836387634
44859912,Враги,1708080293,842756515,враги,0,-0.0011695104913087562
44859912,Высокая ключевая ставка устанавливается в каких случаях? Вопрос риторический,1708081050,18866185,высокая ключевая ставка устанавливается в каких случаях вопрос риторический,0,-0.08411028981208801
44859912,Нереально короче будет в ближайшие пару лет ипотеку взять,1708081113,229820362,нереально короче будет в ближайшие пару лет ипотеку взять,0,-0.06193925440311432
44859912,Добьют эти люди многие отрасли экономики.,1708081168,361644282,добьют эти люди многие отрасли экономики,0,-0.24971055751666427
44859912,"Ну, давайте, давайте, продолжайте душить бизнес!😡",1708081465,4779052,ну давайте давайте продолжайте душить бизнес😡,0,-0.07898635417222977
44859912,вредительство,1708082091,270769978,вредительство,0,0.2909797728061676
44859912,"А когда посадки в ЦБ начнутся???
Весна уже?????",1708082347,5021861,а когда посадки в цб начнутся весна уже,0,-0.19720364827662706
44859912,Нодовцы еще сказки про ЦБ не писали??,1708082382,583934552,нодовцы еще сказки про цб не писали,0,-0.1437443735776469
44859912,😡😡😡,1708083555,72176873,😡😡😡,0,0.0
44859912,"Доллар и евро уже до сегодняшнего дня рванули вверх. И сегодня ещё больше выросли. А в России, что бы ни говорили, цена на многие товары по-прежнему зависит от курса доллара и евро. И если они и дальше будут расти, то соответственно вырастут в цене и многие товары и услуги...",1708084465,204186576,доллар и евро уже до сегодняшнего дня рванули вверх и сегодня ещё больше выросли а в россии что бы ни говорили цена на многие товары попрежнему зависит от курса доллара и евро и если они и дальше будут расти то соответственно вырастут в цене и многие товары и услуги,0,-0.08796054497361183
44859912,"Прощай ипотека, сейчас загнуться банки. Под такой дикий % с дикой переплатой, легче себе землянку выкопать.",1708085169,152672045,прощай ипотека сейчас загнуться банки под такой дикий  с дикой переплатой легче себе землянку выкопать,0,-0.30527723766863346
44859912,"Ничего себе комментарии почистили... Даже обычные рассуждения, полезны кредиты или нет.",1708091984,2869055,ничего себе комментарии почистили даже обычные рассуждения полезны кредиты или нет,0,-0.42275672405958176
44859912,😆😆😆,1708104308,791814529,😆😆😆,0,0.0
44859912,"Это делается специально, чтобы люди не могли купить жилье. Такая политика слабо сочетается с лозунгом этого года - ""год семьи"". Кто будет заводить детей, живя с родителями. В советское время хоть бесплатно был шанс получить жилье. А сейчас - нет, и купить себе крышу над головой все больше препятствий создают. Каждый человек чувствует себя увереннее, имея свой дом, откуда никто на улицу не прогонит. Но забота о благополучии людей - не является целью государства. Во всех цивилизованных странах ключевые ставки держат на уровне 3-4%. Чтобы финансовая нагрузка на людей не била больно по карману, заставляя голодать. А у нас больше беспокоятся о финансовых организациях, которые сначала сами навыдавали всем подряд кредиты, а теперь воют, что много кто не платит. Бороться с недобросовестными должниками можно и не принося вред остальным людям.",1708146185,51714496,это делается специально чтобы люди не могли купить жилье такая политика слабо сочетается с лозунгом этого года  год семьи кто будет заводить детей живя с родителями в советское время хоть бесплатно был шанс получить жилье а сейчас  нет и купить себе крышу над головой все больше препятствий создают каждый человек чувствует себя увереннее имея свой дом откуда никто на улицу не прогонит но забота о благополучии людей  не является целью государства во всех цивилизованных странах ключевые ставки держат на уровне 34 чтобы финансовая нагрузка на людей не била больно по карману заставляя голодать а у нас больше беспокоятся о финансовых организациях которые сначала сами навыдавали всем подряд кредиты а теперь воют что много кто не платит бороться с недобросовестными должниками можно и не принося вред остальным людям,0,-0.33420680463314056
44859912,"А ничего, что наши «предприниматели» привыкли к жизни взаймы?! Может, пора за свои развивать свой бизнес? Если  нет прибыли, то кому нужно это предпринимательство",1708155648,670806649,а ничего что наши «предприниматели» привыкли к жизни взаймы может пора за свои развивать свой бизнес если  нет прибыли то кому нужно это предпринимательство,0,-0.3213784205727279
40645656,"А куда Исчезли Расчеты в Рублях за Нефть?🤣и Ванга Куда-то Исчезла, и Нурсултан Проклятый🤔, Асад Не Звонит, и Южная Осетия с Абхазией Исчезла😵и Грузинских Шпионов Нет, и Кудрин Свалил... Исчезают ЖИДЫ, НАВОРОТИЛИ ДЕЛ С ПАНДЕМИЕЙ💉💉💊💊 , думали Будут Всех Колоть и Торговать Вакциной а вышло Теперь скоро на Казнь ЖИДАМ, ТАК ЕЩЁ И ПЛАТИТЬ ПРИДЁТСЯ ЗА ВСЕ УБЫТКИ!",1676554007,-125570846,а куда исчезли расчеты в рублях за нефть🤣и ванга кудато исчезла и нурсултан проклятый🤔 асад не звонит и южная осетия с абхазией исчезла😵и грузинских шпионов нет и кудрин свалил исчезают жиды наворотили дел с пандемией💉💉💊💊  думали будут всех колоть и торговать вакциной а вышло теперь скоро на казнь жидам так ещё и платить придётся за все убытки,0,-0.484954159706831
40645656,"Нет никаких российских банков в компрадорском ""государстве"". Тот кто разбирался в этом, давно уже знает",1676554009,588800130,нет никаких российских банков в компрадорском государстве тот кто разбирался в этом давно уже знает,0,-0.5295706484466791
40645656,А честно можно миллион долларов заработать?🤣,1676554071,468049883,а честно можно миллион долларов заработать🤣,0,-0.01950201764702797
40645656,"Само собой, откуда взяться этой самой массе наличной валюты в России, если абсолютно все деньги направляются правительством под руководством выжившего из ума бункерного олигарха-деда с дворцом в Геленджике и яхтой Шахеризада, пришвартованной за границей, на спонсирование преступной, никому не нужной, бесцельной войны, развязанной с целью сокращения количества дееспособных мужчин:",1676554087,680903654,само собой откуда взяться этой самой массе наличной валюты в россии если абсолютно все деньги направляются правительством под руководством выжившего из ума бункерного олигархадеда с дворцом в геленджике и яхтой шахеризада пришвартованной за границей на спонсирование преступной никому не нужной бесцельной войны развязанной с целью сокращения количества дееспособных мужчин,0,-0.11682069301605225
40645656,"Ой, как будто блин васька, что сидит в паблосе этом снимает и переводит каждый день миллионы долларов... Набегут щас недовольные... Лишь бы на что повы***ться",1676554091,674513136,ой как будто блин васька что сидит в паблосе этом снимает и переводит каждый день миллионы долларов набегут щас недовольные лишь бы на что повыться,0,-0.30852460861206055
40645656,Нас Путин запер за железным занавесом. Уже почти как СССР(,1676554162,722923632,нас путин запер за железным занавесом уже почти как ссср,0,-0.7040908029302955
40645656,запретить переводить деньги за границу вообще,1676554165,783445834,запретить переводить деньги за границу вообще,0,-0.43795232148841023
